epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_macro_precision,validation_macro_recall,validation_macro_f1,validation_weighted_f1,learning_rate,epoch_time_seconds
1,0.20146585132404385,0.9397450753186558,0.42581701595336197,0.8783783783783784,0.8208549947790805,0.9080980142941351,0.8565369644423715,0.8812354870389796,0.001,246.21
2,0.1729016909990913,0.9435110081112399,0.38396806276680245,0.8770270270270271,0.8252703353550168,0.8807102858826997,0.8473787790172622,0.879932572905186,0.001,399.23
3,0.08326345168244037,0.9719003476245655,0.39605720531434524,0.8797297297297297,0.8441586713813837,0.8747511727576383,0.8559103677305778,0.8806857960707514,5e-05,416.11
4,0.058334172425979394,0.9808806488991889,0.4103521650581545,0.8797297297297297,0.8363494439409355,0.8747022055211711,0.8524375931201568,0.8812068906961723,5e-05,415.54
5,0.05382774397514994,0.9808806488991889,0.42299267294575976,0.8783783783783784,0.8371367525068857,0.8876607169171824,0.8565860988405509,0.8798930487472258,5e-05,426.35
6,0.03986639258703206,0.9875434530706837,0.4595677574190336,0.8716216216216216,0.8486381159934724,0.868025622605364,0.8545400710129747,0.8725111733176876,5e-05,422.48
7,0.04163629543910349,0.9823290845886443,0.43804924552385127,0.8797297297297297,0.8389633541341426,0.8850869437076334,0.8573338538651432,0.8823645274990861,5e-05,414.24
8,0.033703682618269636,0.9872537659327926,0.4495387269796747,0.8837837837837837,0.8469135186542149,0.8835603632478632,0.8621741807798549,0.8846401149508967,5e-05,420.92
9,0.03216556043753688,0.9875434530706837,0.42905764509148964,0.8864864864864865,0.8644262908562139,0.8818392953630023,0.8707628731085575,0.8884480143146495,5e-05,421.03
10,0.02856305824066075,0.9895712630359212,0.46946083317759346,0.8810810810810811,0.8719417339399516,0.8679956896551724,0.8663488885969377,0.8816739553482061,5e-05,430.93
11,0.025819781155143093,0.9910196987253765,0.5112901761075419,0.8635135135135135,0.826293547095394,0.8688318167305236,0.8415929904828485,0.8651824167219975,5e-05,434.8
12,0.025533048840733902,0.9918887601390498,0.4598510214974561,0.8689189189189189,0.82173682819854,0.858301865360055,0.8365250709048166,0.8709684895311431,5e-05,303.53
13,0.01991046257808088,0.9942062572421785,0.5036396487022521,0.8770270270270271,0.8375248209905279,0.8643110202377444,0.8473595755545158,0.8790791867572287,5e-05,283.17
14,0.026447999987995137,0.9910196987253765,0.4718879394495948,0.8797297297297297,0.841253585526874,0.8762303210040279,0.8559167573196445,0.8813829887964421,5e-05,282.66
