314,4,0,6,18,0,0,3,3
7,88,0,0,0,0,0,0,1
2,0,18,0,0,0,0,0,0
0,0,0,28,3,1,0,0,0
4,1,1,9,109,3,0,0,1
1,0,0,0,3,20,0,0,0
0,0,0,0,0,0,20,0,0
1,0,0,0,1,0,0,17,1
3,0,0,0,6,0,1,0,42
