epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_macro_precision,validation_macro_recall,validation_macro_f1,validation_weighted_f1,learning_rate,epoch_time_seconds
1,0.1929397820770257,0.9449594438006953,0.42058709057652066,0.8729729729729729,0.8099694455676109,0.9029779447882896,0.8466149769362518,0.8768687778525861,0.001,289.04
2,0.16897303745720368,0.9409038238702202,0.3938571342040558,0.8891891891891892,0.8389858209423428,0.8938876915708812,0.8611105114236871,0.8907729472901458,0.001,269.58
3,0.16357332932938706,0.9458285052143685,0.42035907980320486,0.8702702702702703,0.8288059032455917,0.8932297806759014,0.8541317675192994,0.8729650179035477,5e-05,352.24
4,0.14242046086391735,0.9481460023174971,0.37575814505611116,0.8864864864864865,0.8597418146506371,0.884014423076923,0.8689037084275157,0.8879370778459603,5e-05,400.22
5,0.14220759693666998,0.944380069524913,0.4492564314806431,0.8716216216216216,0.8324065049327454,0.8911269525493662,0.8546501169782351,0.8738297520484074,5e-05,375.83
6,0.12713746818673916,0.9519119351100811,0.40226228823224586,0.8797297297297297,0.8568485760096178,0.8753427706552707,0.8610017704488435,0.8807479035138082,5e-05,319.35
7,0.1501893854202532,0.947856315179606,0.426803613989142,0.8702702702702703,0.8160434589363685,0.8774934915021122,0.8392889064400183,0.8733022403751902,5e-05,331.04
8,0.13060200962897386,0.9461181923522596,0.4408902365236065,0.8635135135135135,0.8124051437273847,0.886033285440613,0.8397943114132853,0.8668422450379745,5e-05,389.45
9,0.1302333445647604,0.9493047508690614,0.47517063516539026,0.8662162162162163,0.8297839136364578,0.88738533377542,0.8527105117815686,0.8693341493733889,5e-05,476.49
