309,4,0,8,12,0,0,9,6
5,91,0,0,0,0,0,0,0
1,0,18,0,0,0,0,0,1
0,0,0,29,2,1,0,0,0
5,1,1,11,106,3,0,0,1
0,0,0,0,1,22,0,1,0
0,0,0,0,0,0,20,0,0
1,0,0,0,0,0,0,17,2
4,0,0,0,7,0,1,0,40
