314,4,0,5,10,0,0,6,9
9,86,0,0,0,0,0,0,1
1,0,18,0,0,0,0,0,1
0,0,0,30,2,0,0,0,0
2,1,1,8,112,2,0,0,2
1,0,0,0,3,19,0,1,0
0,0,0,0,0,0,20,0,0
1,0,0,0,1,0,0,17,1
5,0,0,0,8,0,0,0,39
