epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_macro_precision,validation_macro_recall,validation_macro_f1,validation_weighted_f1,learning_rate,epoch_time_seconds
1,1.2673705328657343,0.9258400926998841,1.6044508292868331,0.8635135135135135,0.805072669522221,0.8900154423322526,0.8368879942217449,0.8675127344640242,0.001,298.65
2,1.2394128459077307,0.9249710312862109,1.5863585053263485,0.8756756756756757,0.8173076616820418,0.8836042649081441,0.8438855668357239,0.8790416371852167,0.001,299.81
3,1.191293354520654,0.9585747392815759,1.5791451102978475,0.8729729729729729,0.8280701671120965,0.875278913694862,0.845295113272649,0.8758051702625068,5e-05,414.51
