experiment,best_epoch,validation_accuracy,validation_macro_f1,validation_weighted_f1,training_time,checkpoint
targeted_balanced_augmentation,8,0.8324324324324325,0.7911105110679477,0.8368310832433082,7243.7,C:\Users\sama\OneDrive\Desktop\naishtex\Textile\models\best_efficientnet_b0_targeted_balanced_augmentation.pth
