epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_macro_f1,validation_weighted_f1,learning_rate,elapsed_seconds
1,1.491870061271022,0.6265932792584009,1.3484804875141865,0.6743243243243243,0.5891063662532942,0.681569020630535,0.0009958086757163487,542.2
2,1.2396677849881204,0.6671494785631518,1.3230833594863478,0.677027027027027,0.6139209289489735,0.6932827530324186,0.0009833127793065096,1133.5
3,1.100297351286834,0.7389918887601391,1.0811656578167064,0.8121621621621622,0.7481179551489657,0.8198203483387566,0.0009953895432879838,2682.33
