312,4,1,4,10,0,0,8,9
12,83,0,0,0,0,0,0,1
1,0,18,0,0,0,0,0,1
0,0,0,31,1,0,0,0,0
6,0,1,9,106,3,0,0,3
0,0,0,0,3,20,0,1,0
0,0,0,0,0,0,20,0,0
1,0,0,0,0,0,0,17,2
4,0,0,0,5,0,1,1,41
